Unnamed: 0,username,text,created_at,sumber,sentiment,month,label_code,text_stopwords
111,Strangers,dibuat untuk melunasi hutang amerika setelah hutang amerika lunas yang dibayar menggunakan maka akan langsung harga turun ke harga,2025-01-11 11:35:52+00:00,X,netral,1.0,0,dibuat melunasi hutang amerika setelah hutang amerika lunas dibayar menggunakan langsung harga turun harga
112,Andriy,bitcoin usd lanjut turun lagi elliott wave analysis,2025-01-11 11:12:27+00:00,X,netral,1.0,0,bitcoin usd lanjut turun lagi elliott wave analysis
113,kelca,bitcoin turun mulu deh pusing,2025-01-11 09:05:59+00:00,X,negative,1.0,2,bitcoin turun mulu pusing
114,rekomendasiin ahh,di lihat lihat kalau bitcoin turun bgb tetep naik tertawa,2025-01-11 04:22:49+00:00,X,positive,1.0,1,lihat lihat bitcoin turun bgb tetep naik tertawa
115,RyooðŸª,kripto market turuu turuu lgi yuk semingguan ini biar orderan beli harga bawah ku kejemput,2025-01-10 16:07:27+00:00,X,negative,1.0,2,kripto market turuu turuu lgi semingguan biar orderan beli harga bawah ku kejemput
116,Bicara-Krypto (multichain),bullrun banget ini berbeza dengan sebelum ini di mana bitcoin naik sorang sorang tanpa pedulikan altcoin tapi bila bitcoin turun dia ajak altcoin turun sekali,2025-01-10 07:58:01+00:00,X,negative,1.0,2,bullrun banget berbeza sebelum mana bitcoin naik sorang sorang tanpa pedulikan altcoin bila bitcoin turun ajak altcoin turun sekali
117,Egi Saputra,buat coin all kripto gapapa turun dulu ampe dasar biar dapat di jemputwkwk,2025-01-10 02:43:29+00:00,X,netral,1.0,0,buat coin all kripto gapapa turun dulu ampe dasar biar dapat jemputwkwk
118,Ashik,setelah harga turun dan tidak sedikit yang terlikuidisi apakah akan altcoin season yang nampaknya udah mulai meroket,2025-01-10 02:13:30+00:00,X,netral,1.0,0,setelah harga turun sedikit terlikuidisi apakah altcoin season nampaknya udah mulai meroket
119,Sam,cara menebak market itu begini ketika harga naik maka harga akan turun dan setelah harga turun maka harga akan naik,2025-01-09 16:56:10+00:00,X,netral,1.0,0,cara menebak market begini ketika harga naik harga turun setelah harga turun harga naik
120,Mr Chuanx || Meshchain.Ai,pertanyaannya kenapa banyak yang ngefud bitcoin akan turun dalam karena merekalah yang sudah nunggu dan akan nyerok lebih dalam udah jelas bahwa dia adalah pelakunya haha,2025-01-09 16:11:53+00:00,X,negative,1.0,2,pertanyaannya banyak ngefud bitcoin turun merekalah nunggu nyerok lebih udah jelas bahwa pelakunya haha
121,Ahmad Krip,bitcoin sudah jadi k sudah turun lagi beli,2025-01-09 15:04:11+00:00,X,negative,1.0,2,bitcoin jadi k turun lagi beli
122,Cher Rizka,di rumah ada kubu dia yang berharap bitcoin naik dan saya yang berharap bitcoin turun,2025-01-09 14:51:11+00:00,X,netral,1.0,0,rumah kubu berharap bitcoin naik berharap bitcoin turun
123,Rays AU,tren turun saat ini kesempatan buy sebelum donald trump dilantik yang akan mendorong harga naik pada kripto,2025-01-09 14:46:31+00:00,X,netral,1.0,0,tren turun saat kesempatan buy sebelum donald trump dilantik mendorong harga naik kripto
124,yasaðŸƒ,maaaakkkkk help me bitcoin ingin kemana makkkk,2025-01-09 14:38:07+00:00,X,negative,1.0,2,maaaakkkkk help me bitcoin ingin kemana makkkk
125,Dedyrama Senju,nunggu berita michael saylor borong bitcoin disaat bitcoin lagi turun beginii,2025-01-09 14:32:43+00:00,X,netral,1.0,0,nunggu berita michael saylor borong bitcoin disaat bitcoin lagi turun beginii
126,unknown.forever,terkadang jadi bodoh ketika bitcoin harga turun buruk dan saya memilih tidur dikala market merosot,2025-01-09 14:09:05+00:00,X,negative,1.0,2,terkadang jadi bodoh ketika bitcoin harga turun buruk memilih tidur dikala market merosot
127,zk0x /// â„¹ï¸,bag ngefud half bag nyicil full bag full takut ketinggalan full tether ingin nya bitcoin k psikologi manusia,2025-01-09 12:02:45+00:00,X,negative,1.0,2,ngefud half nyicil full full takut ketinggalan full tether ingin nya bitcoin k psikologi manusia
128,Asep ðŸ’¹ðŸ§²,besok non farm payroll nfp akan diumumkan data ini sering menggerakkan pasar besar termasuk kripto prediksi kalian angka nfp naik usd kuat angka nfp turun kripto rally apa strategi tradingmu,2025-01-09 08:00:01+00:00,X,netral,1.0,0,besok non farm payroll nfp diumumkan data sering menggerakkan pasar besar termasuk kripto prediksi kalian angka nfp naik usd kuat angka nfp turun kripto rally strategi tradingmu
129,kripto merdeka,shocking news ethereum foundation lakukan penjualan ethereum pertama di spekulasi pasar pertanda tren tren turun a thread,2025-01-08 17:31:08+00:00,X,negative,1.0,2,shocking news ethereum foundation lakukan penjualan ethereum pertama spekulasi pasar pertanda tren tren turun a thread
130,Bicara-Krypto (multichain),tren naik energy hanya pada bitcoin amp segelintir altcoin tapi kebanyakan altcoin masih dalam tren turun energy,2025-01-08 07:00:05+00:00,X,netral,1.0,0,tren naik energy hanya bitcoin amp segelintir altcoin kebanyakan altcoin masih tren turun energy
132,Sarjana Crypto,ai agents depin dan rwa akan jadi top narasi di berikut beberapa platform yang dapat bantu kita riset untuk untung di narasi ini dan menghemat biaya riset yang mahal mahal utas,2025-01-08 04:59:37+00:00,X,netral,1.0,0,ai agents depin rwa jadi top narasi berikut beberapa platform dapat bantu riset untung narasi menghemat biaya riset mahal mahal utas
133,Kriptofess,kpt denger rumor bitcoin turun karena ada yang abis live,2025-01-08 03:49:09+00:00,X,netral,1.0,0,kpt denger rumor bitcoin turun abis live
134,Arcponential,bitcoin turun lebih dari kembali ke level k,2025-01-08 02:43:26+00:00,X,negative,1.0,2,bitcoin turun lebih kembali level k
135,ðŸ†Žey,fak wow kebanyakan us stock bitcoin turun semua kocak,2025-01-08 01:33:51+00:00,X,negative,1.0,2,fak wow kebanyakan us stock bitcoin turun semua kocak
136,"KuperCapital (âœ¸,âœ¸)",repeat perilaku pasar setelah saylor membeli akan turun sebelum naik kembali,2025-01-07 15:43:37+00:00,X,netral,1.0,0,repeat perilaku pasar setelah saylor membeli turun sebelum naik kembali
137,Ù…Ø­Ù…Ø¯ Ù†Ø¹ÙŠÙ…,any news on kripto harey laju turun,2025-01-07 15:18:32+00:00,X,negative,1.0,2,any news on kripto harey laju turun
138,XYWALF,saya si ogah ya komen di akun goverment yang nyari engagement dari kripto gada konstribusi apa apa mereka dalam hal saya mendapatkan untung tiba tiba malakin uang situ parkir liar atau pemerintahan liar,2025-01-07 12:44:13+00:00,X,negative,1.0,2,si ogah komen akun goverment nyari engagement kripto gada konstribusi hal mendapatkan untung tiba tiba malakin uang situ parkir liar pemerintahan liar
139,Angga Andinata,tether berita negatif palsu mulai memudar ada episode berita negatif palsu baru blackrock fork bitcoin microstrategy buat yang tidak pernah dig the rabbit hole pasti bakal kena gocek,2025-01-07 01:19:15+00:00,X,negative,1.0,2,tether berita negatif palsu mulai memudar episode berita negatif palsu baru blackrock fork bitcoin microstrategy buat pernah dig the rabbit hole pasti bakal kena gocek
140,SS,asli yang tahan bitcoin lihat kenaikan malam ini mah senyum girang setelah akhir tahun tren turun,2025-01-06 16:35:33+00:00,X,positive,1.0,1,asli tahan bitcoin lihat kenaikan malam mah senyum girang setelah akhir tahun tren turun
141,Menjadi Trader,grup kripto itu isinya orang cari sinyal gratis next coin x katanya tren turun market bikin panik rumor whale masuk tapi yang untung mereka yang riset sendiri jangan males belajar saudara,2025-01-06 16:26:50+00:00,X,negative,1.0,2,grup kripto isinya orang cari sinyal gratis next coin x katanya tren turun market bikin panik rumor whale masuk untung riset sendiri jangan males belajar saudara
142,Halo Kripto,setelah menembus k selanjutnya dalam waktu dekat bitcoin akan turun ke harga bawah dollar,2025-01-06 15:55:58+00:00,X,netral,1.0,0,setelah menembus k selanjutnya waktu dekat bitcoin turun harga bawah dollar
143,nahruddinkasim,beli kripto dengan semangat diindodax untung didapat harapan besar terus melekat menuju masa depan yang hebat,2025-01-06 09:25:20+00:00,X,positive,1.0,1,beli kripto semangat diindodax untung didapat harapan besar terus melekat menuju masa depan hebat
144,DesaBlockChain369,pasar kripto memanas bitcoin di k altcoin naik tajam bitcoin bitcoin stabil di setelah sempat turun ke,2025-01-05 10:55:46+00:00,X,netral,1.0,0,pasar kripto memanas bitcoin k altcoin naik tajam bitcoin bitcoin stabil setelah sempat turun
145,Goodmines,keknya kalau main kripto saya belajar lagi deh kalau takut ketinggalan takut mentalku tidak kuat uang saja ingin tidak pakai buat beli jaket dulu tertawa,2025-01-05 04:07:03+00:00,X,negative,1.0,2,keknya main kripto belajar lagi takut ketinggalan takut mentalku kuat uang ingin pakai buat beli jaket dulu tertawa
146,Vesper,hari ini nyoba trading kripto sehari sudah untung k,2025-01-04 08:01:22+00:00,X,positive,1.0,1,hari nyoba trading kripto sehari untung k
147,erin,saya ingin investasi di saham us saja deh saham indo buat cari untung saya udah agak males sama ini kripto,2025-01-03 23:05:03+00:00,X,negative,1.0,2,ingin investasi saham us saham indo buat cari untung udah agak males sama kripto
148,Crypto Rich Indonesia,berdoa saja ethereum dapat new ath karena kalau dia naik seluruh ekosistemnya pasti terbang termasuk l mu yang terjebak rugi all in itu,2025-01-03 15:01:50+00:00,X,positive,1.0,1,berdoa ethereum dapat new ath naik seluruh ekosistemnya pasti terbang termasuk l mu terjebak rugi all in
149,Alda | #LawanJudolDenganInvestasi,tiap postingan cryptobros lewat kayanya gampang amat sudah cari untung di kripto,2025-01-02 13:17:48+00:00,X,negative,1.0,2,tiap postingan cryptobros lewat kayanya gampang amat cari untung kripto
150,distoPIA,tidak ada yang takut ketinggalan beli vga ini buat minning bitcoin milyar,2025-01-02 10:18:41+00:00,X,negative,1.0,2,takut ketinggalan beli vga buat minning bitcoin milyar
151,Cappuccino,altcoin mulai mengambil momentum bitcoin udah bouncing btcd turun altseason benar udah dimulai,2025-01-02 08:13:43+00:00,X,positive,1.0,1,altcoin mulai mengambil momentum bitcoin udah bouncing btcd turun altseason benar udah dimulai
152,DesaBlockChain369,ripple dari tenang ke meroket ripple melonjak dari ke hampir usai donald trump terpilih kembali dan gary gensler mundur dari sec meski sempat turun ripple tutup di,2025-01-01 23:18:47+00:00,X,netral,1.0,0,ripple tenang meroket ripple melonjak hampir usai donald trump terpilih kembali gary gensler mundur sec meski sempat turun ripple tutup
153,alwaysgrumpy,serunyaaa lihat di x kripto enthusias pada untung ndegen,2025-01-01 13:49:17+00:00,X,positive,1.0,1,serunyaaa lihat x kripto enthusias untung ndegen
154,KðŸ’š,keywords in no particular order bitcoin mstr sbr takut ketinggalan,2025-01-01 13:29:45+00:00,X,netral,1.0,0,keywords in no particular order bitcoin mstr sbr takut ketinggalan
155,Unknown Analyst,kismat itni gandi k na he kripto mein paise ban rahay na he forex gold muu laga raha or na cricket mein kuch learn ker rahay,2025-02-27 16:33:23+00:00,X,negative,2.0,2,kismat itni gandi k na he kripto mein paise ban rahay na he forex gold muu laga raha or na cricket mein kuch learn ker rahay
156,YuraKaltim,bitcoin dibawah k beli harga bawah,2025-02-27 15:36:45+00:00,X,netral,2.0,0,bitcoin dibawah k beli harga bawah
157,zero,anjing bangsat naik kamu babi diem ajah kek siput kalau turun ajah cepet taikkkkkk,2025-02-27 14:55:17+00:00,X,negative,2.0,2,anjing bangsat naik babi diem ajah kek siput turun ajah cepet taikkkkkk
158,rafi,bitcoin turun banget ini kalau ada duit ingin sudah beli kalau tidak mampu beli coin saja,2025-02-27 13:34:58+00:00,X,negative,2.0,2,bitcoin turun banget duit ingin beli mampu beli coin
159,serin88,mungkin bitcoin akan turun lagi hingga ke kdollar jangan panic gaiss,2025-02-27 09:14:15+00:00,X,netral,2.0,0,mungkin bitcoin turun lagi hingga kdollar jangan panic gaiss
160,Filip | Asuransi itu Simple,bitcoin sudah harga turun apakah the last harga naik segera dimulai asek,2025-02-27 06:22:32+00:00,X,positive,2.0,1,bitcoin harga turun apakah the last harga naik segera dimulai asek
161,Prahesa Kusuma Setia,saham indonesia turun saham us turun kripto turun duit pada ke market cina nih,2025-02-27 06:09:18+00:00,X,negative,2.0,2,saham indonesia turun saham us turun kripto turun duit market cina nih
162,Lord,saatnya belanja tapi di market mana yaak semua market di indo us kripto pada turun,2025-02-27 05:59:06+00:00,X,netral,2.0,0,saatnya belanja market mana yaak semua market indo us kripto turun
163,Raptors,altcoin menolak diajak turun oleh bitcoin,2025-02-27 04:50:10+00:00,X,netral,2.0,0,altcoin menolak diajak turun oleh bitcoin
164,belajar airdrop ðŸŸ¡,terima kenyataan kalau bitcoin harga turun karena orang nyerok pi maafkan kami para penyihir,2025-02-27 03:36:50+00:00,X,netral,2.0,0,terima kenyataan bitcoin harga turun orang nyerok pi maafkan kami para penyihir
165,@Kaya Raya Dermawan,bitcoin turun tapi all coins tidak ikut di balik itu coin pi malah naik apakah ada perpindahan aset turu wae po bangane mumet,2025-02-27 02:03:30+00:00,X,netral,2.0,0,bitcoin turun all coins ikut balik coin pi malah naik apakah perpindahan aset turu wae po bangane mumet
166,Rakha Bima AS,memang iya bitcoin turun gara gara danantara,2025-02-27 02:03:10+00:00,X,netral,2.0,0,memang iya bitcoin turun gara gara danantara
167,Tomket Lovers | Trading & Airdrop,altcoin menolak di ajak turun oleh bitcoin,2025-02-27 01:43:05+00:00,X,netral,2.0,0,altcoin menolak ajak turun oleh bitcoin
170,MICIN COIN ðŸ‡®ðŸ‡©,bitcoin drop ke dengan low di rsi makin oversold volatilitas tinggi tapi big picture tetap tren naik tetap tahan,2025-02-26 23:41:29+00:00,X,netral,2.0,0,bitcoin drop low rsi makin oversold volatilitas tinggi big picture tetap tren naik tetap tahan
171,MICIN COIN ðŸ‡®ðŸ‡©,solana turun ke menembus support sebelumnya rsi naik ke tapi belum ada tanda reversal kuat support berikutnya di jika breakdown dapat lanjut ke area tetap waspada di market yang volatil,2025-02-26 23:40:53+00:00,X,netral,2.0,0,solana turun menembus support sebelumnya rsi naik belum tanda reversal kuat support berikutnya jika breakdown dapat lanjut area tetap waspada market volatil
172,"Aulia S.E., M.Pak., Tbk.",sobat kripto aman bitcoin turun byk,2025-02-26 23:26:30+00:00,X,negative,2.0,2,sobat kripto aman bitcoin turun byk
173,Andrew,bitcoin sudah di bottom price silahkan beli harga bawah dari sekarang thanks to me later,2025-02-26 21:07:49+00:00,X,positive,2.0,1,bitcoin bottom price silahkan beli harga bawah sekarang thanks to me later
174,Uma,bitcoin turun hanya untuk menggandeng ethereum naik lebih tinggi dan memicu altseason camkan ini k bitcoin loading,2025-02-26 20:39:48+00:00,X,netral,2.0,0,bitcoin turun hanya menggandeng ethereum naik lebih tinggi memicu altseason camkan k bitcoin loading
175,hattaxoxo,kalau emas turun siap siap dollar naik kalau bitcoin turun siap siap dollar naik se kompleks itu,2025-02-26 15:14:27+00:00,X,netral,2.0,0,emas turun siap siap dollar naik bitcoin turun siap siap dollar naik se kompleks
176,Tomket Lovers | Trading & Airdrop,ketika perang ukraina amp palestina bitcoin naik tetapi ketika rusia ukraina udah ingin damai malah bitcoin turun,2025-02-26 14:45:14+00:00,X,netral,2.0,0,ketika perang ukraina amp palestina bitcoin naik tetapi ketika rusia ukraina udah ingin damai malah bitcoin turun
177,Crypto Wave,banggggg infooo bitcoin turun lagi banggg,2025-02-26 14:29:50+00:00,X,negative,2.0,2,banggggg infooo bitcoin turun lagi banggg
178,"Pluang - Crypto, Saham & ETF AS, Emas, Reksa Dana",dulu peringkat dijuluki ethereum killer sekarang turun udah ke apa yang terjadi sama solana solana,2025-02-26 14:00:30+00:00,X,negative,2.0,2,dulu peringkat dijuluki ethereum killer sekarang turun udah terjadi sama solana solana
179,Mr_100,market turun koreksi sehat market naik altcoin season baby,2025-02-26 13:52:11+00:00,X,netral,2.0,0,market turun koreksi sehat market naik altcoin season baby
180,"KuperCapital (âœ¸,âœ¸)",oi datar price turun indikator beberapa posisi posisi beli menutup posisi karena sentimen tren turun masih sangat kuat kita lihat bagaimana market boomer open nanti,2025-02-26 13:20:14+00:00,X,negative,2.0,2,oi datar price turun indikator beberapa posisi posisi beli menutup posisi sentimen tren turun masih sangat kuat lihat market boomer open nanti
181,WILLIAM JAMES MORIARTY,haruskah saya bilang beli harga bawah sekarang untuk menjadi milyarder bitcoin ethereum,2025-02-26 13:15:14+00:00,X,netral,2.0,0,haruskah bilang beli harga bawah sekarang menjadi milyarder bitcoin ethereum
182,Ibeng,bitcoin lagi turun lumayan juga kalau belinya rp triliyun,2025-02-26 06:21:19+00:00,X,negative,2.0,2,bitcoin lagi turun lumayan belinya rp triliyun
