,username,text,created_at,sumber
176,Tomket Lovers | Trading & Airdrop,ketika perang ukraina amp palestina bitcoin naik tetapi ketika rusia ukraina udah ingin damai malah bitcoin turun,Wed Feb 26 14:45:14 +0000 2025,X
177,Crypto Wave,banggggg infooo bitcoin turun lagi banggg,Wed Feb 26 14:29:50 +0000 2025,X
178,"Pluang - Crypto, Saham & ETF AS, Emas, Reksa Dana",dulu peringkat dijuluki ethereum killer sekarang turun udah ke apa yang terjadi sama solana solana,Wed Feb 26 14:00:30 +0000 2025,X
179,Mr_100,market turun koreksi sehat market naik altcoin season baby,Wed Feb 26 13:52:11 +0000 2025,X
180,"KuperCapital (âœ¸,âœ¸)",oi datar price turun indikator beberapa posisi posisi beli menutup posisi karena sentimen tren turun masih sangat kuat kita lihat bagaimana market boomer open nanti,Wed Feb 26 13:20:14 +0000 2025,X
181,WILLIAM JAMES MORIARTY,haruskah saya bilang beli harga bawah sekarang untuk menjadi milyarder bitcoin ethereum,Wed Feb 26 13:15:14 +0000 2025,X
182,Ibeng,bitcoin lagi turun lumayan juga kalau belinya rp triliyun,Wed Feb 26 06:21:19 +0000 2025,X
183,Blackx Cuan,di bullrun ini saya belum lihat god candle bitcoin,Wed Feb 26 05:23:42 +0000 2025,X
184,Risvandika Aditya H.,saham indonesia turun mending inves ke kripto atau saham amerika sekalian,Wed Feb 26 02:50:41 +0000 2025,X
185,"Chart Investor Saham IHSG,USA,Crypto",apakah bitcoin bitcoin akan sampai k lagi yang udah setiap turun bitcoin comeback stronger and stronger apakah ini akan terus berlangsung disclaimer i posisi jual mstr si paling bitcoin dari bitcoin k melalui smst,Wed Feb 26 02:38:56 +0000 2025,X
186,ð”»ð• ð•Ÿ â„‚ð•’ð•£ð•ð•šð•¥ð•,mana yang kmrn bilang kalau bitcoin k ingin beli harga bawah boleh banget diliatin ke kita kita,Tue Feb 25 16:52:06 +0000 2025,X
187,g.,sedih banget lihat ethereum turun drastisb,Tue Feb 25 16:02:59 +0000 2025,X
188,JazEe,mana yang bilang bitcoin tidak turun lagi katanya ke k,Tue Feb 25 11:24:49 +0000 2025,X
189,naramastra,bukan tren turun market tapi altcoin coins udah turun,Tue Feb 25 10:48:42 +0000 2025,X
190,JazEe,bitcoin ke k bakal naik atau turun lagi,Tue Feb 25 10:35:36 +0000 2025,X
191,pwa pwa,bitcoin turun ihsg turun bismillah thrku tahun ini yang naik,Tue Feb 25 10:25:47 +0000 2025,X
192,saashðŸ¡,ethereum bitcoin turun amat ngeri sdap,Tue Feb 25 09:57:09 +0000 2025,X
193,lurr,kirain sudah mentok eh lanjut biaya transaksi beli harga bawah bitcoin,Tue Feb 25 09:56:58 +0000 2025,X
194,Crypto Ndo! ðŸ‡®ðŸ‡©,ketika tren turun kripto itu penipuan ketika tren naik kripto itu puja,Tue Feb 25 09:51:33 +0000 2025,X
195,cilla lucky girl era,ya allah bitcoin turun trosss,Tue Feb 25 08:13:51 +0000 2025,X
196,The D r u m s,fuck altcoin szn altcoin szn lah gblokkk saatnya beli harga bawah bitcoin alokasi semua aset ke bitcoin bangsatttt,Tue Feb 25 08:05:02 +0000 2025,X
197,.,teruk kripto sekarang harga turun kaw semuaa,Tue Feb 25 07:38:48 +0000 2025,X
198,Mariana,bitcoin sehari turun hampir di,Tue Feb 25 07:20:01 +0000 2025,X
199,Mariana,ada duit dingin yang rencananya buat beli tiket konsernya blackpink ini kalau dimasukin ke kripto nantinya kalau untung bakal jadi nonton konser gratis atau kalau rungkad malah tidak jadi nonton,Tue Feb 25 07:02:49 +0000 2025,X
200,The Matrix,sudah lah kamu pada yang masih nyari nyari info soal kripto mending lupain sudah lupain tertawa buka lagi dahasuk tren turun lagi ini sudah wkwkwkwk,Tue Feb 25 06:36:28 +0000 2025,X
201,MICIN COIN ðŸ‡®ðŸ‡©,analisis pasar kripto terkini pergerakan harga bitcoin bitcoin saat ini di turun solana solana di turun apakah ini hanya koreksi sebelum naik lebih tinggi,Tue Feb 25 05:49:59 +0000 2025,X
202,haziq jual ayam tak cucuk,beli bitcoin semalam banyak juga ratus tengok harga turun kaw harini inilah masa nak beli lagi banyakkkk,Tue Feb 25 04:14:22 +0000 2025,X
203,akewzz,basi amatsi pas naik nanya kapan turun ketinggalan tidak ya pas turun kripto penipuan anak anjeng,Tue Feb 25 03:35:11 +0000 2025,X
204,adiet.eth,tether dan bitcoin dom masih naik nanti malam baru akan turun,Tue Feb 25 03:30:23 +0000 2025,X
205,Bayrich é¾,memang pada dasarnya orang yang takut ketinggalan bakal ada altseason bakal rugi dan tidak bakal survive karena ke gobloookan nya inilah siklus welcome to the game,Tue Feb 25 03:28:19 +0000 2025,X
206,SEKILAS KRIPTO,miliar terlikuidasi dari market kripto selama jam terakhir bitcoin turun di bawah,Tue Feb 25 03:27:42 +0000 2025,X
207,piw,apa benar bitcoin dom bakal naek dulu sampe baru bakal turun,Tue Feb 25 03:24:12 +0000 2025,X
208,Airdropers,saya bakal beli harga bawah bitcoin di harga,Tue Feb 25 03:17:28 +0000 2025,X
209,ant man,kecurian b market langsung nyungsep buruk lanjut saylor beli b yang nilainya lebih besar market malah turun penipuan macam apa ini,Tue Feb 25 01:06:35 +0000 2025,X
210,"dims (âœ¸,âœ¸)",sopankah bitcoin harga turun terus begitu,Tue Feb 25 00:49:24 +0000 2025,X
211,Market Addict,kripto konntol bitcoin konntol aset konntol lonnte babi anjing turun terus anjingg,Tue Feb 25 00:44:25 +0000 2025,X
212,ð”¼ð•ƒâ€¢,pak danantara buat beli harga bawah bitcoin saja mumpung turun,Mon Feb 24 23:17:47 +0000 2025,X
213,Cryptocium,hampir trader kripto berharap altseason bukan untuk untung tapi untuk balik modal ke bep break even,Mon Feb 24 16:45:03 +0000 2025,X
214,ant man,setiap saylor beli bitcoin harga selalu turun,Mon Feb 24 15:35:24 +0000 2025,X
215,Dark_art,jika bitcoin harga turun dipastikan perang dunia ke terjadi wkkwkw,Mon Feb 24 15:31:33 +0000 2025,X
216,crypto kontol,penyepong kripto lagi pada stresss wow soalnya market tiap hari turun terus mampus kalian naro duit kenapa di kripto goblok,Mon Feb 24 15:24:33 +0000 2025,X
217,hattaxoxo,udah saya jelasin bitcoin turun kenapa,Mon Feb 24 15:00:42 +0000 2025,X
219,zxc,pindah ke kripto beli solana malah turun terus punya saham di bursa indo malah merah merona tidak pernah sebajingan ini senin saya e memang ya tidak ada hal pasti di dunia selain kematian,Mon Feb 24 08:26:24 +0000 2025,X
220,XueeiN (mainnet arc),jika bertahan di tren tren naik jangka panjang tetap terjaga untuk si dan perlu di waspadai jika menembus level support bitcoin dapat turun di belilah di harga terbawah itu momen untuk akumulasi,Mon Feb 24 05:24:34 +0000 2025,X
221,ðŸ«€,main kripto yang fundamental alias bukan coin meme seminggu dapat untung k jika lagi tren naik semoga saja pas bullrun dari cacing cacing jadi naga naga,Mon Feb 24 05:05:16 +0000 2025,X
222,hattaxoxo,loh biarin mereka ingin bilang altseason ingin apa kan yang terjebak rugi mereka tertawa,Mon Feb 24 04:06:03 +0000 2025,X
223,hattaxoxo,menunggu harga turun buruk bitcoin ke,Sun Feb 23 15:53:42 +0000 2025,X
224,Hepeng Sinurat,bitcoin kontol tiba dia naik altcoin diam tiba dia turun altcoin turun,Sun Feb 23 15:49:47 +0000 2025,X
225,hattaxoxo,warganya penggarap airdrop tidak ngerti investasi takut ketinggalan saja terus penyepong bitcoin aduh capek banget saya regulasi buat monopoli pasar saja kapan pemerintah hadir wow mindset otaknya tidak sinkron,Sun Feb 23 09:10:22 +0000 2025,X
226,xyxuxu | ARICHAIN,buat yang lagi cari untung kripto lagi panas nih tapi inget jangan serakah tetap atur risiko ya,Sun Feb 23 06:46:51 +0000 2025,X
227,Doed,bitcoin akan turun ke k dulu atau malah lebih bawah lagi,Sun Feb 23 06:30:07 +0000 2025,X
229,hein,rugi besar lagi karena ikut event bitcoin demi luckybox odette,Sat Feb 22 13:28:29 +0000 2025,X
230,North,pejuang kripto bukan cuma nunggu untung tapi nyiapin strategi tren turun market jadi ladang tren naik market panennya,Sat Feb 22 12:19:45 +0000 2025,X
231,North,hype di kripto itu wow kadang bikin harga naik drastis tapi sering juga cuma janji janji saja riset sendiri sebelum takut ketinggalan biar tidak terjebak rugi di puncak l l,Sat Feb 22 07:27:43 +0000 2025,X
232,Rio Carlos,wow baru baca casenya bybit blockchain is future tech memang benar sih bayangin sudah ngebobol tapi walletnya lgs kedetect blacklist sana sini coba itu bank konvensional pasti gov turun tangan,Sat Feb 22 06:46:30 +0000 2025,X
233,crypto nation,bitcoin subuh tadi turun karena ngikut us stok market bukan karena bybit hack,Sat Feb 22 05:45:36 +0000 2025,X
234,lilsulung.eth,cape bner tredink kripto ajgg baru juga market naik ada saja yang bikin harga turun lagi tolol,Fri Feb 21 22:43:53 +0000 2025,X
235,Monicorn.base.ethðŸ¦„,anehnya kenapa pas banget ethereum harga turun pas di suportnya tertawa dont panic sell jangan biarkan paus beli harga bawah bawah,Fri Feb 21 18:00:40 +0000 2025,X
236,Not Punk Boy,udahlah abang hengker kasian itu ethereum mana harganya broken kena berita negatif palsu lagi,Fri Feb 21 16:38:14 +0000 2025,X
237,Sid,lagi menikmati untung ethereum yang naik saja tibatiba kena harga turun apalah hidup ini,Fri Feb 21 15:46:53 +0000 2025,X
238,KoroJR,saat retail sudah masuk beli posisi di bottom diluar skenario whales whale mulai membuat berita negatif palsu untuk kepentingan mereka saat bitcoin ke k,Fri Feb 21 15:40:16 +0000 2025,X
239,Jurasimmmm,bitcoin naik diem saja bitcoin turun langsung di hujat habis an memang org kripto anjing semua kenapa,Fri Feb 21 13:09:37 +0000 2025,X
240,IRNA,diem diem saja bitcoin lg ngepump kalau dipuji mlh turun nanti,Fri Feb 21 12:48:52 +0000 2025,X
241,crypto nation,bitcoin ada indikasi untuk di harga naik ke k kemudian di harga turun ke k tapi jangan khawatir k bakal dicapai dalam waktu dekat,Fri Feb 21 11:28:33 +0000 2025,X
242,Aisha Ahmed,comex buy stop xauusd tapi tapi sl,Fri Feb 21 10:09:42 +0000 2025,X
243,Numb Bull | Wong Ndeso suka Crypto,jika kamu yakin nilai uang itu selalu turun karena inflasi maka secara otomatis kamu juga yakin nilai emas dan bitcoin itu selalu naik juga karena inflasi,Fri Feb 21 09:11:56 +0000 2025,X
244,DjambuKlutuk RdRoP ð“…¯,gmonad hati hati guys banyak project sekarang mengatasnamakan mereka berdiri di atas ekosistem nya monad wajib cermati dengan jelas cari info resmi nya salam untung,Fri Feb 21 06:49:23 +0000 2025,X
245,lilsulung.eth,bitcoin turun dom naik bitcoin naik dom naik kapan turuuunnyaaaa,Thu Feb 20 13:02:41 +0000 2025,X
246,Menjadi Trader,kamu bangga jadi trader kripto lucu kalau cuma modal ikut sinyal grup premium atau takut ketinggalan candle hijau kamu bukan trader kamu cuma donatur tetap buat whale,Thu Feb 20 01:26:47 +0000 2025,X
247,MICIN COIN ðŸ‡®ðŸ‡©,ada satu token yang lagi panas tapi banyak yang belum sadar begitu orang mulai takut ketinggalan harganya udah jauh terbang kamu ingin jadi early atau jadi korban exit liquidity,Wed Feb 19 13:40:14 +0000 2025,X
248,North,web bukan cuma kripto tapi peluang banyak yang mikir web cuma soal trading kripto padahal ada banyak cara buat dapat untung amp karier di industri ini tanpa harus trading,Wed Feb 19 11:22:30 +0000 2025,X
249,Tomket Lovers | Trading & Airdrop,bitcoin diharapkan berfungsi sbg safe haven seperti emas dimana jika situasi politik dunia finansial memburuk bitcoin amp emas akan naik tetapi ternyata bitcoin malah bergerak mengikuti saham saham turun bitcoin juga ikutan turun drastis juga,Wed Feb 19 06:59:35 +0000 2025,X
250,hattaxoxo,kurang dalam ini harga turun bitcoin anya,Wed Feb 19 06:09:25 +0000 2025,X
251,hattaxoxo,banyak omong harga turun it bitcoin,Tue Feb 18 16:19:42 +0000 2025,X
252,DIKETAWAIN vuvuvava,daripada bikin donoantoro mending kasih rahasia trading bitcoin untung perhari,Tue Feb 18 15:20:15 +0000 2025,X
253,Bayrich é¾,nunggu altseason buat untung altseason buat balik modal,Tue Feb 18 10:35:54 +0000 2025,X
254,Rio Carlos,asem open market trnyata harga turun yok last dip pepe ethereum,Tue Feb 18 10:04:45 +0000 2025,X
255,Cryptocium,bitcoin tren turun selama harga tidak dapat naik ke harga make it simple,Tue Feb 18 06:28:30 +0000 2025,X
256,Aris,jangan bilang danantara nanti ada yang bakal buat beli harga bawah bitcoin,Tue Feb 18 05:24:20 +0000 2025,X
257,crypto kontol,sehari kaliam dapat untung tidak dari kripto oh iya lupa saya kripto kan penipuan yang ada kalian rugi terus di kripto,Tue Feb 18 04:44:30 +0000 2025,X
258,"Neng Dita (âœ¸,âœ¸)",ethereum ini kocak baru juga harga naik langsung harga turun lg,Mon Feb 17 16:30:37 +0000 2025,X
259,WishNew,presiden pro kripto apanya yang ada malah bikin tren turun mulu,Mon Feb 17 16:12:54 +0000 2025,X
260,gheru,bbrp ct mulai banyak yang tren turun kayanya sama kripto apakah udah saatnya untuk pampppp hard,Mon Feb 17 14:51:06 +0000 2025,X
261,SEKILAS KRIPTO,indeks saham utama argentina turun lebih dari setelah skandal kripto,Mon Feb 17 14:28:29 +0000 2025,X
262,plantbhai - 3bdu Al-Hakim,dulu bitcoin k mahal sangat sekarang kita harap dia turun ke sana untuk topup inilah manusia inilah dunia,Mon Feb 17 06:38:57 +0000 2025,X
263,MICIN COIN ðŸ‡®ðŸ‡©,ujan mulu market dingin portfolio beku tapi semangat tetap panas,Mon Feb 17 05:46:59 +0000 2025,X
264,IsmailSanjaya,orang takut volatilitas tapi koin fiat turun perlahan dolar as kehilangan gt daya belinya dalam tahun bitcoin justru naik ribuan persen sejak awal,Mon Feb 17 04:59:42 +0000 2025,X
265,Somniac,menggali potensi kripto lebih dari sekedar untung,Sun Feb 16 21:27:25 +0000 2025,X
266,lalicejane,porto bulan ini hampir merah semua untung porto bitcoin mulai menghijau kembali memang paling benar nabung emas batangan turun paling mentok rb perlahan naik sedikit demi sedikit tapi pasti bertambah nilai jualnya,Sun Feb 16 17:14:15 +0000 2025,X
267,JazEe,ini altcoin serasa meme semua untung tidak all in pentingnya manajemen resiko dan asset boleh percaya ct dev influencer tapi jangan takut ketinggalan high risk high reward artinya sisi dapat rugi banyak atau untung banyak,Sun Feb 16 13:55:07 +0000 2025,X
268,#RunUSD,macam nak turun lagi bitcoin ini,Sun Feb 16 10:56:15 +0000 2025,X
269,ultramen,setiap ada orang ngetweet altseason is coming setiap itu juga ethereum turun,Sun Feb 16 02:13:53 +0000 2025,X
270,MICIN COIN ðŸ‡®ðŸ‡©,minggu pagi waktunya rebahan sambil mikirin strategi minggu depan pasar tidak tidur tapi dompet harus tetap sehat biaya transaksi atau santai,Sun Feb 16 00:03:33 +0000 2025,X
271,Digital Chaos,sebagian holder dari yang terjebak rugi lagi tidak prcaya adanya altseason dan sebagian pada pindahin ke bitcoin pada kebtc entar whale swap ke altcoin,Sat Feb 15 14:08:53 +0000 2025,X
272,ZrzrzrzrÂ©,bank central indah mulai takut ketinggalan beli tren naik for kripto market,Fri Feb 14 16:50:06 +0000 2025,X
273,cii,hah bitcoin besok resale wow ajaaaa saya tidak ada prepare untung buat bitcoin,Fri Feb 14 03:19:21 +0000 2025,X
274,Levin,lah besok bitcoin resale rugi besar sudah rugi besar ini dompet,Fri Feb 14 03:10:28 +0000 2025,X
275,sweetpotato,bitcoin kemungkinan besar kalau ingin turun dibawa naik dulu kenceng baru terjun bebas tapi kalau ingin balik ke k biasanya dibawa flash harga turun dulu pada kena sl di k baru balik cepet,Thu Feb 13 23:11:56 +0000 2025,X
276,anak singkong ðŸ‰,harga naik sehari harga turun berhari bitcoin ethereum solana binance coin,Thu Feb 13 09:04:02 +0000 2025,X
277,Sean,bosen banget tai lihat chart begini begini saja naik dikit turun lg turun dikit naik lg begitu saja trs ampe taun jebot,Thu Feb 13 08:51:30 +0000 2025,X
278,Rzfn,saya beli harga bawah bitcoin yang naek solana saya beli harga bawah solana yang naek bitcoin ngehe memang,Thu Feb 13 03:12:32 +0000 2025,X
279,cryptopillar,dxy dollar road maps tren turun struktur tren naik consolidate flag sepertinya sudah terpecahkan dollar ada potensi mencari teritory bawah di hari ini disclaimer on cihuyyy dapat bias posisi beli lgi,Thu Feb 13 01:42:50 +0000 2025,X
280,OverTheIndex,inflasi naik pembukaan lowongan kerja turun disaat itulah ai dan robot masuk nanti alasan nya maaf kami sudah tidak mampu untuk hire manusia karena gaji nya sudah terlalu tinggi begitulah kira tahun kedepan bitcoin,Wed Feb 12 16:11:44 +0000 2025,X
281,FinDiva,btcdom update btcdom masih dalam tekanan mencetak lower low tapi support belum ditembus cpi malam ini krusial jika breakdown dapat turun ke positif untuk altcoin sesi us bakal menarik,Wed Feb 12 14:50:14 +0000 2025,X
282,Vespamatic.hl,inflasi as naik bitcoin turun k bagaimana kabar porto aman,Wed Feb 12 14:48:33 +0000 2025,X
283,Y|N,ketika bitcoin turun gara gara inflasi kita dapat lihat altcoin coin yang cenderung strong dan dapat melakukan bid di altcoin coin tersebut,Wed Feb 12 14:25:21 +0000 2025,X
284,Bella Hadiprajitno,ihsg turun kripto turun s amp p turun mari semua bergandengan tangan,Wed Feb 12 14:22:57 +0000 2025,X
285,heyy sadarr heyyyy,tidak sekalian laju inflasi naik saja biar bitcoin turun smpe dasar inti bumi,Wed Feb 12 14:17:29 +0000 2025,X
286,Andina3digit,bitcoin harga turun altcoin terpantau tidak terlalu buruk,Wed Feb 12 13:38:32 +0000 2025,X
287,SEKILAS KRIPTO,bitcoin turun ke setelah data cpi as yang kembali naik,Wed Feb 12 13:36:32 +0000 2025,X
288,Ù‹Ù‹,ya kalau duit ku tidak cukup buat di jkt bdg terpaksa jual aset kripto tapi harganya msh turun,Wed Feb 12 12:24:09 +0000 2025,X
289,Blackx Cuan,berapa lama harga akan bermain main di range k k sebelum memulai pergerakan barunya,Wed Feb 12 07:10:27 +0000 2025,X
290,"KuperCapital (âœ¸,âœ¸)",bitcoin turun meme sampah masih bertahan di atas sialan,Tue Feb 11 17:12:51 +0000 2025,X
291,"KuperCapital (âœ¸,âœ¸)",market flow harga turun setelah rebound ikuti market flow selama bitcoin tidak dalam keadaan stabil untuk naik altcoin seperti mimpi buruk bagi portofolio anda naik dan turun,Tue Feb 11 14:16:57 +0000 2025,X
293,Prof J,bitcoin bakal turun dalam malam ini,Tue Feb 11 13:03:12 +0000 2025,X
294,Amirul Fikry Zulkifly,ajar wife tentang kripto sekarang dia addicted keje harga naik duit je setakat ini ijau nak tunggu reaction dia time turun,Tue Feb 11 09:52:32 +0000 2025,X
295,"dims (âœ¸,âœ¸)",ini nanti merah lg tidak ya bitcoin ingin tepe duku beli harga bawah bawah,Tue Feb 11 06:55:24 +0000 2025,X
296,Nyx Sec,creator info addr jbpjh ugiuud v ubuaajagetzdd hjwjvpvjmz dompet digital mature hrs holds qqq low creator holdings are positive reducing harga turun risk tweet,Tue Feb 11 05:02:21 +0000 2025,X
297,Blackx Cuan,apakah naratif baru di kripto adalah the fed,Tue Feb 11 03:39:14 +0000 2025,X
298,MICIN COIN ðŸ‡®ðŸ‡©,ngapain ya pagi pagi kalau bukan mantau chart ya jadi korban takut ketinggalan orang yang bangunnya lebih pagi,Tue Feb 11 00:45:03 +0000 2025,X
299,raplik,sepertinya kripto community sedang tidak baik saja gara altcoin n meme harga naik n harga turun trs,Mon Feb 10 15:12:12 +0000 2025,X
300,dust,pengeluaran membengkak mana kripto lagi turun ajigh ingin sell takut naik meronta,Mon Feb 10 13:24:41 +0000 2025,X
